"claims" "claim" "exposure" "age" "gender" "marital.status" "education" "region" "vehicle.age" "vehicle.body" "vehicle.use"
0 0 1 31 "Male" "Married" "12" "Lakeview" 6 "Hatchback" "Commute"
0 0 1 20 "Female" "Married" "18" "Highlands" 4 "SUV" "Private"
0 0 1 24 "Female" "Single" "16" "The Lanes" 6 "Minibus" "Private"
0 0 1 27 "Male" "Single" "16" "Banks Square" 3 "SUV" "Commute"
0 0 1 72 "Female" "Married" "22" "The Lanes" 12 "Panel Van" "Business"
0 0 0.666666666666667 26 "Male" "Married" "22" "The Lanes" 8 "Minibus" "Private"
0 0 1 42 "Male" "Married" "16" "The Chemistry" 4 "Minibus" "Commute"
0 0 0.583333333333333 24 "Female" "Married" "18" "Bleachery" 7 "Panel Van" "Commute"
0 0 1 19 "Male" "Single" "12" "Piety Corner" 6 "SUV" "Private"
0 0 1 53 "Female" "Married" "16" "Warrendale" 3 "Sedan" "Private"
0 0 1 24 "Female" "Married" "16" "Warrendale" 0 "Panel Van" "Business"
0 0 0.333333333333333 29 "Female" "Single" "22" "Highlands" 5 "Sedan" "Commute"
0 0 0.75 19 "Male" "Married" "12" "Bleachery" 11 "Sedan" "Private"
0 0 1 24 "Male" "Single" "18" "Bleachery" 9 "Hatchback" "Private"
0 0 1 25 "Female" "Married" "22" "Highlands" 7 "Hatchback" "Private"
0 0 1 44 "Female" "Single" "18" "Piety Corner" 9 "Hatchback" "Commute"
0 0 1 45 "Female" "Single" "12" "The Lanes" 1 "Station Wagon" "Commute"
0 0 1 24 "Male" "Married" "12" "The Chemistry" 1 "Sedan" "Commute"
0 0 0.75 52 "Male" "Single" "18" "Banks Square" 4 "Station Wagon" "Commute"
0 0 0.75 64 "Male" "Married" "16" "Highlands" 8 "Sedan" "Commute"
0 0 1 33 "Female" "Married" "12" "Highlands" 18 "Sedan" "Commute"
0 0 1 35 "Male" "Married" "22" "The Chemistry" 1 "SUV" "Commute"
0 0 1 70 "Female" "Married" "22" "Lakeview" 3 "Station Wagon" "Commute"
0 0 1 55 "Female" "Single" "12" "Lakeview" 3 "Station Wagon" "Private"
0 0 1 30 "Female" "Married" "12" "Lakeview" 12 "SUV" "Commute"
0 0 1 34 "Female" "Married" "22" "Piety Corner" 2 "Minibus" "Private"
3 1 1 40 "Female" "Married" "16" "Piety Corner" 8 "Panel Van" "Commute"
0 0 1 61 "Female" "Single" "16" "Warrendale" 6 "Sedan" "Private"
0 0 1 35 "Female" "Single" "22" "Bleachery" 2 "SUV" "Private"
0 0 1 26 "Male" "Single" "16" "The Chemistry" 4 "SUV" "Commute"
0 0 1 25 "Female" "Married" "12" "Piety Corner" 7 "Sedan" "Private"
0 0 0.75 43 "Female" "Married" "16" "Highlands" 11 "Hatchback" "Commute"
0 0 1 31 "Female" "Single" "22" "The Chemistry" 10 "Panel Van" "Private"
1 1 1 54 "Male" "Married" "12" "Piety Corner" 5 "Sedan" "Commute"
0 0 0.5 67 "Male" "Married" "22" "The Lanes" 4 "SUV" "Commute"
0 0 1 59 "Female" "Married" "12" "Piety Corner" 7 "Hatchback" "Private"
0 0 0.416666666666667 43 "Male" "Married" "16" "Highlands" 17 "SUV" "Commute"
0 0 0.333333333333333 33 "Female" "Married" "12" "Lakeview" 2 "Panel Van" "Commute"
0 0 0.5 20 "Female" "Single" "12" "Warrendale" 22 "Minibus" "Private"
0 0 1 33 "Female" "Single" "18" "Bleachery" 3 "Sedan" "Commute"
0 0 0.75 20 "Female" "Married" "22" "Highlands" 8 "Station Wagon" "Commute"
0 0 1 45 "Female" "Married" "22" "Lakeview" 4 "Minibus" "Commute"
0 0 1 28 "Male" "Married" "12" "Bleachery" 9 "Minibus" "Private"
0 0 1 20 "Female" "Married" "16" "The Lanes" 5 "Sedan" "Private"
0 0 1 33 "Male" "Single" "22" "Banks Square" 4 "SUV" "Commute"
0 0 1 25 "Female" "Married" "22" "Banks Square" 5 "Panel Van" "Private"
0 0 1 31 "Female" "Married" "22" "The Chemistry" 4 "Hatchback" "Private"
1 1 1 40 "Female" "Married" "16" "Warrendale" 20 "Hatchback" "Commute"
0 0 0.25 75 "Female" "Married" "16" "Bleachery" 6 "Minibus" "Commute"
0 0 1 24 "Female" "Married" "22" "Piety Corner" 7 "Station Wagon" "Private"
0 0 1 23 "Female" "Married" "16" "Warrendale" 1 "Hatchback" "Private"
1 1 0.75 27 "Male" "Married" "22" "Warrendale" 16 "Hatchback" "Commute"
0 0 1 23 "Female" "Married" "18" "Piety Corner" 8 "SUV" "Commute"
0 0 1 24 "Female" "Married" "22" "Lakeview" 6 "Truck" "Private"
0 0 1 46 "Male" "Married" "12" "Bleachery" 0 "SUV" "Commute"
0 0 1 51 "Male" "Single" "12" "Highlands" 22 "SUV" "Commute"
0 0 0.75 57 "Female" "Married" "16" "Bleachery" 5 "Roadster" "Private"
0 0 1 42 "Female" "Single" "16" "Bleachery" 3 "Panel Van" "Commute"
1 1 1 18 "Male" "Married" "12" "The Lanes" 5 "SUV" "Private"
0 0 1 74 "Female" "Married" "18" "The Lanes" 2 "SUV" "Private"
0 0 1 24 "Female" "Married" "18" "The Chemistry" 7 "SUV" "Commute"
0 0 1 67 "Male" "Married" "16" "Bleachery" 0 "Station Wagon" "Commute"
0 0 0.75 34 "Male" "Married" "12" "Warrendale" 8 "Truck" "Commute"
0 0 0.833333333333333 65 "Male" "Married" "18" "Warrendale" 5 "Station Wagon" "Business"
0 0 1 51 "Male" "Married" "18" "Warrendale" 16 "Panel Van" "Private"
0 0 1 30 "Female" "Married" "22" "The Chemistry" 19 "Hatchback" "Commute"
0 0 1 44 "Female" "Single" "12" "Piety Corner" 4 "Roadster" "Private"
0 0 0.5 55 "Female" "Married" "16" "Warrendale" 25 "SUV" "Private"
0 0 1 30 "Female" "Single" "22" "Warrendale" 8 "Minibus" "Private"
0 0 1 45 "Female" "Single" "16" "The Lanes" 0 "Sedan" "Private"
0 0 0.5 22 "Female" "Married" "22" "Lakeview" 6 "Sedan" "Commute"
0 0 1 45 "Male" "Married" "16" "Piety Corner" 1 "Sedan" "Commute"
0 0 1 43 "Female" "Married" "18" "Bleachery" 3 "SUV" "Business"
0 0 1 31 "Female" "Married" "18" "Bleachery" 9 "Panel Van" "Private"
0 0 1 28 "Male" "Married" "18" "Lakeview" 0 "Sedan" "Commute"
0 0 1 24 "Male" "Married" "12" "Warrendale" 19 "SUV" "Commute"
0 0 1 22 "Male" "Married" "22" "Warrendale" 8 "Station Wagon" "Commute"
0 0 0.25 27 "Male" "Married" "18" "Lakeview" 20 "SUV" "Commute"
0 0 1 24 "Male" "Married" "16" "The Lanes" 11 "Panel Van" "Commute"
0 0 1 31 "Female" "Married" "16" "The Chemistry" 3 "Panel Van" "Commute"
0 0 0.25 35 "Male" "Single" "12" "The Lanes" 5 "SUV" "Commute"
0 0 1 34 "Male" "Married" "12" "Lakeview" 1 "SUV" "Private"
1 1 1 34 "Male" "Married" "22" "Piety Corner" 12 "Station Wagon" "Commute"
0 0 1 31 "Female" "Married" "16" "Bleachery" 4 "Sedan" "Private"
0 0 1 26 "Female" "Married" "16" "Piety Corner" 2 "Hatchback" "Private"
0 0 0.25 25 "Male" "Married" "16" "Piety Corner" 1 "Sedan" "Business"
1 1 1 60 "Female" "Married" "22" "Piety Corner" 16 "SUV" "Commute"
0 0 1 25 "Male" "Married" "12" "Bleachery" 6 "Panel Van" "Commute"
0 0 1 55 "Male" "Married" "22" "Piety Corner" 8 "Hatchback" "Commute"
0 0 1 57 "Female" "Married" "16" "Warrendale" 0 "Hatchback" "Commute"
0 0 1 43 "Female" "Married" "22" "Bleachery" 2 "Station Wagon" "Business"
0 0 1 34 "Male" "Married" "18" "Lakeview" 9 "Station Wagon" "Commute"
0 0 0.75 46 "Male" "Married" "16" "Piety Corner" 1 "Station Wagon" "Commute"
0 0 1 42 "Female" "Married" "16" "Lakeview" 0 "SUV" "Commute"
0 0 1 18 "Female" "Single" "12" "Piety Corner" 8 "SUV" "Commute"
0 0 0.666666666666667 34 "Female" "Married" "18" "Piety Corner" 1 "SUV" "Private"
0 0 1 33 "Male" "Married" "16" "Warrendale" 4 "Panel Van" "Commute"
0 0 1 21 "Female" "Married" "12" "Piety Corner" 6 "Sedan" "Commute"
0 0 1 56 "Female" "Married" "18" "Highlands" 9 "Panel Van" "Private"
1 1 1 65 "Female" "Married" "12" "Lakeview" 9 "Truck" "Business"
0 0 1 22 "Female" "Married" "12" "Bleachery" 8 "Truck" "Private"
0 0 1 36 "Female" "Single" "18" "The Chemistry" 25 "Station Wagon" "Private"
0 0 1 42 "Male" "Married" "16" "Bleachery" 4 "Station Wagon" "Business"
0 0 1 57 "Female" "Married" "22" "The Lanes" 1 "Station Wagon" "Commute"
0 0 1 30 "Male" "Single" "12" "The Chemistry" 7 "Minibus" "Commute"
0 0 0.25 31 "Male" "Married" "22" "Bleachery" 11 "Sedan" "Commute"
0 0 1 24 "Female" "Married" "16" "Bleachery" 6 "SUV" "Commute"
0 0 1 41 "Female" "Married" "16" "Highlands" 18 "Minibus" "Private"
0 0 1 24 "Female" "Married" "16" "Lakeview" 5 "SUV" "Commute"
0 0 1 27 "Female" "Single" "18" "Bleachery" 6 "SUV" "Private"
0 0 1 43 "Male" "Married" "22" "The Lanes" 6 "Panel Van" "Commute"
0 0 1 72 "Male" "Single" "12" "Highlands" 7 "SUV" "Private"
0 0 1 39 "Male" "Married" "22" "The Chemistry" 12 "Sedan" "Private"
0 0 1 37 "Female" "Married" "22" "Highlands" 5 "Hatchback" "Commute"
0 0 1 31 "Female" "Married" "12" "Bleachery" 12 "Sedan" "Business"
0 0 1 60 "Female" "Married" "16" "Highlands" 22 "Hatchback" "Commute"
0 0 1 65 "Male" "Married" "22" "Lakeview" 4 "Panel Van" "Commute"
0 0 1 58 "Female" "Married" "12" "The Chemistry" 4 "Hatchback" "Private"
0 0 0.25 18 "Female" "Single" "16" "Bleachery" 8 "Station Wagon" "Commute"
0 0 0.666666666666667 27 "Female" "Single" "22" "Lakeview" 6 "Sedan" "Business"
0 0 1 46 "Male" "Married" "12" "Highlands" 13 "SUV" "Commute"
0 0 1 32 "Male" "Married" "22" "The Chemistry" 14 "Sedan" "Commute"
0 0 1 38 "Female" "Married" "22" "Warrendale" 7 "Hatchback" "Commute"
0 0 1 61 "Female" "Single" "22" "Bleachery" 2 "SUV" "Commute"
0 0 1 23 "Female" "Married" "16" "Lakeview" 5 "Hatchback" "Commute"
0 0 1 23 "Male" "Married" "18" "The Lanes" 8 "Hatchback" "Private"
0 0 1 27 "Female" "Single" "18" "The Chemistry" 4 "Minibus" "Private"
0 0 1 31 "Male" "Married" "12" "Warrendale" 4 "Hatchback" "Private"
0 0 0.75 35 "Male" "Married" "16" "Piety Corner" 4 "SUV" "Commute"
0 0 1 60 "Male" "Married" "18" "Lakeview" 1 "Sedan" "Private"
0 0 1 46 "Male" "Married" "12" "Piety Corner" 3 "Minibus" "Commute"
0 0 1 32 "Male" "Married" "18" "Lakeview" 22 "Roadster" "Commute"
0 0 1 38 "Female" "Married" "22" "The Lanes" 16 "Minibus" "Commute"
0 0 1 34 "Female" "Married" "12" "Piety Corner" 7 "SUV" "Private"
0 0 1 41 "Female" "Married" "22" "Warrendale" 8 "Minibus" "Commute"
0 0 1 26 "Female" "Married" "12" "Banks Square" 9 "Minibus" "Private"
0 0 1 41 "Female" "Married" "18" "Piety Corner" 0 "SUV" "Commute"
0 0 1 25 "Male" "Married" "18" "Highlands" 9 "Sedan" "Commute"
0 0 1 40 "Female" "Married" "22" "Highlands" 1 "SUV" "Commute"
0 0 0.666666666666667 44 "Female" "Married" "12" "Bleachery" 4 "Panel Van" "Private"
0 0 0.416666666666667 21 "Female" "Married" "22" "Bleachery" 4 "Truck" "Private"
0 0 1 31 "Female" "Married" "22" "Piety Corner" 6 "Sedan" "Private"
0 0 1 50 "Female" "Married" "12" "The Lanes" 4 "Panel Van" "Private"
0 0 1 24 "Male" "Married" "18" "The Lanes" 1 "Hatchback" "Private"
1 1 1 33 "Female" "Married" "16" "Lakeview" 5 "Sedan" "Private"
0 0 1 23 "Female" "Married" "18" "The Lanes" 4 "Sedan" "Private"
0 0 1 36 "Male" "Married" "16" "Piety Corner" 8 "Minibus" "Commute"
0 0 0.25 47 "Male" "Married" "12" "Lakeview" 18 "Sedan" "Private"
1 1 1 37 "Female" "Single" "12" "Lakeview" 6 "Roadster" "Commute"
0 0 0.416666666666667 17 "Female" "Married" "12" "Piety Corner" 8 "Panel Van" "Commute"
0 0 0.5 21 "Female" "Single" "22" "Lakeview" 8 "Truck" "Business"
0 0 1 17 "Male" "Single" "16" "Piety Corner" 2 "SUV" "Commute"
0 0 1 28 "Female" "Married" "16" "Piety Corner" 10 "Sedan" "Commute"
0 0 1 34 "Male" "Married" "22" "Warrendale" 2 "Sedan" "Commute"
0 0 1 26 "Female" "Married" "12" "Warrendale" 6 "Minibus" "Private"
0 0 1 36 "Female" "Married" "22" "Lakeview" 6 "Roadster" "Commute"
0 0 1 66 "Male" "Married" "22" "Lakeview" 21 "Hatchback" "Private"
0 0 1 45 "Male" "Married" "16" "The Lanes" 12 "Hatchback" "Private"
0 0 1 27 "Female" "Married" "12" "Bleachery" 4 "SUV" "Commute"
0 0 1 56 "Female" "Married" "22" "Piety Corner" 3 "Minibus" "Commute"
0 0 1 32 "Male" "Married" "18" "The Lanes" 8 "SUV" "Commute"
0 0 1 24 "Female" "Married" "12" "Lakeview" 1 "Hatchback" "Commute"
0 0 1 18 "Female" "Married" "22" "Piety Corner" 7 "Minibus" "Commute"
0 0 1 36 "Female" "Married" "12" "Warrendale" 18 "Hatchback" "Private"
0 0 1 48 "Male" "Married" "16" "Banks Square" 1 "Sedan" "Business"
0 0 1 24 "Female" "Married" "16" "Bleachery" 6 "Sedan" "Commute"
0 0 1 32 "Female" "Married" "18" "Warrendale" 5 "Minibus" "Commute"
0 0 1 23 "Female" "Married" "18" "The Lanes" 6 "SUV" "Private"
0 0 1 28 "Female" "Single" "16" "The Chemistry" 1 "Hatchback" "Business"
0 0 1 43 "Female" "Married" "22" "Lakeview" 3 "SUV" "Private"
0 0 1 53 "Female" "Married" "18" "Highlands" 7 "Truck" "Commute"
2 1 1 19 "Male" "Single" "22" "Lakeview" 11 "Minibus" "Commute"
0 0 1 34 "Female" "Married" "12" "Bleachery" 1 "Truck" "Private"
0 0 1 54 "Female" "Married" "18" "Lakeview" 6 "Station Wagon" "Commute"
0 0 1 28 "Male" "Married" "12" "Piety Corner" 1 "Sedan" "Commute"
0 0 1 19 "Female" "Married" "18" "Lakeview" 8 "Panel Van" "Commute"
0 0 1 17 "Female" "Married" "18" "Lakeview" 3 "Sedan" "Private"
0 0 1 36 "Female" "Married" "16" "Piety Corner" 1 "SUV" "Commute"
0 0 1 25 "Female" "Married" "22" "Lakeview" 6 "SUV" "Commute"
1 1 0.5 33 "Female" "Single" "18" "The Lanes" 5 "SUV" "Private"
0 0 1 43 "Female" "Married" "18" "Lakeview" 3 "SUV" "Private"
0 0 1 70 "Female" "Married" "16" "Piety Corner" 17 "Panel Van" "Commute"
0 0 0.25 22 "Male" "Married" "22" "Banks Square" 6 "SUV" "Private"
1 1 1 18 "Male" "Married" "18" "Lakeview" 3 "Minibus" "Commute"
0 0 1 23 "Male" "Single" "18" "The Lanes" 4 "Hatchback" "Commute"
0 0 1 35 "Female" "Married" "18" "Highlands" 9 "Panel Van" "Commute"
0 0 1 27 "Male" "Single" "22" "Warrendale" 4 "Station Wagon" "Commute"
0 0 1 24 "Female" "Single" "18" "The Chemistry" 5 "Sedan" "Private"
0 0 1 43 "Male" "Married" "22" "Warrendale" 5 "Station Wagon" "Commute"
0 0 1 32 "Female" "Married" "22" "The Chemistry" 5 "Minibus" "Commute"
0 0 1 26 "Female" "Single" "16" "Piety Corner" 23 "Sedan" "Commute"
2 1 1 20 "Male" "Single" "22" "Piety Corner" 6 "Minibus" "Commute"
0 0 1 55 "Male" "Married" "12" "Lakeview" 22 "Minibus" "Commute"
1 1 1 74 "Female" "Married" "18" "Piety Corner" 17 "Hatchback" "Commute"
0 0 1 34 "Female" "Married" "22" "Bleachery" 5 "Station Wagon" "Commute"
0 0 1 25 "Female" "Married" "16" "The Chemistry" 1 "SUV" "Private"
0 0 1 39 "Male" "Married" "18" "Piety Corner" 1 "Panel Van" "Commute"
0 0 0.75 31 "Male" "Married" "22" "Highlands" 9 "Panel Van" "Business"
0 0 1 35 "Male" "Married" "18" "The Lanes" 17 "Sedan" "Business"
0 0 1 31 "Female" "Married" "16" "Bleachery" 4 "Hatchback" "Commute"
0 0 0.916666666666667 28 "Female" "Married" "16" "Piety Corner" 3 "Hatchback" "Private"
0 0 0.25 48 "Male" "Married" "16" "Bleachery" 7 "SUV" "Private"
0 0 1 38 "Female" "Married" "16" "Lakeview" 4 "Hatchback" "Private"
0 0 1 31 "Male" "Married" "16" "Bleachery" 9 "Panel Van" "Commute"
0 0 1 46 "Female" "Single" "12" "Warrendale" 7 "Minibus" "Commute"
0 0 1 72 "Female" "Married" "12" "Piety Corner" 15 "Sedan" "Commute"
0 0 1 22 "Male" "Married" "16" "Warrendale" 19 "SUV" "Business"
0 0 1 25 "Female" "Single" "22" "Bleachery" 6 "Hatchback" "Commute"
0 0 1 31 "Female" "Married" "12" "The Chemistry" 8 "Sedan" "Commute"
0 0 0.75 21 "Female" "Single" "22" "Warrendale" 15 "Station Wagon" "Private"
0 0 1 51 "Male" "Married" "16" "Lakeview" 8 "Panel Van" "Private"
0 0 1 42 "Male" "Married" "22" "Banks Square" 8 "Station Wagon" "Private"
0 0 0.25 30 "Male" "Married" "18" "The Lanes" 1 "SUV" "Commute"
0 0 1 47 "Female" "Single" "18" "The Lanes" 9 "Truck" "Private"
0 0 0.75 73 "Female" "Married" "18" "Lakeview" 2 "Hatchback" "Private"
0 0 1 22 "Female" "Married" "16" "Lakeview" 7 "Hatchback" "Commute"
1 1 1 25 "Female" "Married" "16" "Bleachery" 4 "SUV" "Private"
0 0 0.25 34 "Female" "Married" "16" "Warrendale" 1 "SUV" "Commute"
0 0 1 17 "Female" "Married" "18" "Highlands" 4 "SUV" "Commute"
0 0 1 53 "Male" "Married" "22" "Highlands" 4 "SUV" "Private"
2 1 1 30 "Male" "Single" "16" "Lakeview" 3 "Panel Van" "Private"
0 0 1 33 "Female" "Married" "22" "The Chemistry" 0 "Panel Van" "Commute"
0 0 1 37 "Female" "Married" "22" "Warrendale" 5 "Sedan" "Commute"
0 0 1 63 "Male" "Married" "18" "The Chemistry" 22 "Truck" "Private"
0 0 0.833333333333333 49 "Male" "Single" "18" "Piety Corner" 8 "Panel Van" "Commute"
0 0 1 39 "Female" "Single" "16" "Lakeview" 9 "SUV" "Private"
0 0 0.25 38 "Female" "Married" "22" "Lakeview" 7 "Hatchback" "Private"
0 0 0.0833333333333333 31 "Male" "Married" "16" "Bleachery" 15 "Minibus" "Commute"
0 0 1 35 "Male" "Married" "12" "Piety Corner" 18 "SUV" "Private"
0 0 0.75 24 "Female" "Married" "12" "Warrendale" 5 "Sedan" "Commute"
0 0 0.75 39 "Female" "Married" "22" "The Chemistry" 6 "SUV" "Commute"
0 0 1 51 "Female" "Married" "16" "Warrendale" 8 "Sedan" "Private"
0 0 1 61 "Female" "Married" "16" "Highlands" 7 "Station Wagon" "Commute"
0 0 1 40 "Male" "Married" "18" "The Lanes" 4 "Hatchback" "Private"
0 0 1 24 "Female" "Married" "22" "Bleachery" 6 "Station Wagon" "Commute"
0 0 1 20 "Female" "Married" "18" "Lakeview" 5 "Hatchback" "Commute"
1 1 1 27 "Male" "Married" "16" "Piety Corner" 10 "SUV" "Private"
1 1 1 62 "Male" "Married" "16" "The Chemistry" 5 "Sedan" "Commute"
1 1 0.166666666666667 33 "Male" "Married" "16" "Lakeview" 6 "Sedan" "Commute"
0 0 1 17 "Female" "Married" "16" "Lakeview" 9 "SUV" "Commute"
0 0 1 39 "Female" "Married" "12" "The Chemistry" 8 "Hatchback" "Commute"
0 0 1 45 "Female" "Married" "22" "Bleachery" 7 "Panel Van" "Business"
0 0 1 27 "Female" "Married" "16" "Highlands" 3 "Sedan" "Business"
0 0 1 39 "Female" "Married" "12" "Bleachery" 0 "SUV" "Private"
0 0 1 53 "Female" "Married" "18" "Bleachery" 7 "Hatchback" "Private"
1 1 1 23 "Male" "Married" "12" "Piety Corner" 19 "SUV" "Commute"
0 0 1 67 "Female" "Married" "16" "The Chemistry" 3 "SUV" "Private"
0 0 1 25 "Female" "Married" "22" "The Chemistry" 3 "Sedan" "Private"
0 0 1 35 "Male" "Married" "22" "The Lanes" 21 "Sedan" "Commute"
0 0 1 54 "Female" "Married" "18" "Bleachery" 17 "Hatchback" "Commute"
0 0 1 59 "Male" "Married" "22" "Banks Square" 5 "Hatchback" "Commute"
0 0 1 36 "Female" "Married" "18" "The Chemistry" 11 "Station Wagon" "Commute"
0 0 1 29 "Male" "Married" "18" "Warrendale" 4 "Hatchback" "Private"
0 0 1 36 "Female" "Single" "22" "Highlands" 3 "Hatchback" "Commute"
0 0 1 53 "Male" "Married" "16" "Banks Square" 1 "Hatchback" "Commute"
0 0 1 57 "Male" "Married" "12" "Lakeview" 6 "Truck" "Business"
2 1 1 29 "Male" "Married" "16" "The Lanes" 0 "Hatchback" "Commute"
0 0 1 31 "Female" "Married" "12" "Bleachery" 8 "Hatchback" "Private"
0 0 0.333333333333333 30 "Male" "Married" "22" "Banks Square" 20 "Minibus" "Private"
0 0 1 30 "Female" "Single" "22" "The Lanes" 5 "Hatchback" "Commute"
0 0 1 31 "Male" "Married" "18" "Bleachery" 9 "Station Wagon" "Commute"
0 0 1 36 "Male" "Married" "22" "Piety Corner" 1 "Hatchback" "Commute"
0 0 1 64 "Female" "Married" "12" "Lakeview" 13 "Hatchback" "Private"
0 0 0.5 45 "Male" "Single" "12" "The Chemistry" 6 "Station Wagon" "Private"
0 0 1 24 "Female" "Married" "16" "Piety Corner" 5 "SUV" "Commute"
1 1 1 28 "Female" "Married" "22" "The Chemistry" 7 "Sedan" "Commute"
0 0 1 20 "Female" "Married" "22" "Bleachery" 1 "SUV" "Commute"
1 1 1 17 "Female" "Married" "18" "Warrendale" 16 "SUV" "Commute"
1 1 1 23 "Female" "Married" "22" "Warrendale" 3 "Minibus" "Commute"
0 0 1 24 "Female" "Single" "18" "The Chemistry" 18 "Panel Van" "Commute"
0 0 1 65 "Male" "Married" "16" "Lakeview" 20 "Station Wagon" "Commute"
0 0 1 68 "Female" "Married" "18" "Piety Corner" 6 "Truck" "Commute"
0 0 0.5 55 "Female" "Married" "16" "Highlands" 2 "Station Wagon" "Commute"
0 0 1 60 "Male" "Married" "12" "Piety Corner" 2 "Station Wagon" "Private"
0 0 1 32 "Male" "Married" "16" "Lakeview" 9 "SUV" "Private"
0 0 1 44 "Male" "Married" "18" "Lakeview" 3 "Hatchback" "Private"
0 0 0.25 24 "Female" "Married" "18" "Piety Corner" 8 "Sedan" "Commute"
0 0 1 48 "Male" "Married" "22" "Highlands" 11 "Panel Van" "Commute"
0 0 1 19 "Male" "Married" "16" "The Lanes" 0 "SUV" "Commute"
1 1 1 45 "Male" "Married" "12" "The Chemistry" 3 "Station Wagon" "Private"
0 0 1 24 "Male" "Married" "18" "The Chemistry" 8 "Hatchback" "Commute"
0 0 1 31 "Male" "Married" "22" "The Lanes" 7 "SUV" "Private"
0 0 1 42 "Male" "Married" "16" "Warrendale" 7 "Hatchback" "Business"
0 0 1 31 "Male" "Married" "22" "Bleachery" 5 "SUV" "Private"
0 0 1 20 "Female" "Married" "12" "The Lanes" 9 "SUV" "Commute"
0 0 1 30 "Female" "Married" "12" "Bleachery" 7 "Minibus" "Commute"
0 0 0.25 70 "Female" "Single" "12" "Warrendale" 7 "Hatchback" "Commute"
0 0 1 39 "Male" "Married" "16" "Bleachery" 7 "Minibus" "Commute"
1 1 1 31 "Female" "Married" "18" "Lakeview" 4 "Roadster" "Commute"
0 0 1 44 "Female" "Married" "12" "Warrendale" 5 "Station Wagon" "Commute"
0 0 1 41 "Male" "Married" "16" "Highlands" 9 "SUV" "Private"
0 0 1 27 "Female" "Single" "12" "The Lanes" 25 "SUV" "Private"
0 0 0.5 32 "Female" "Married" "16" "Warrendale" 9 "SUV" "Commute"
0 0 1 41 "Female" "Married" "12" "Bleachery" 0 "SUV" "Private"
0 0 1 21 "Male" "Married" "12" "The Chemistry" 9 "SUV" "Private"
0 0 1 53 "Male" "Married" "12" "Lakeview" 6 "Station Wagon" "Commute"
0 0 1 60 "Female" "Married" "22" "Warrendale" 15 "Sedan" "Business"
0 0 0.5 75 "Female" "Married" "22" "The Chemistry" 3 "Station Wagon" "Private"
0 0 1 26 "Female" "Married" "22" "The Chemistry" 5 "Roadster" "Commute"
0 0 1 27 "Female" "Married" "22" "The Chemistry" 16 "Station Wagon" "Private"
0 0 1 34 "Male" "Married" "16" "Highlands" 12 "Station Wagon" "Commute"
0 0 0.5 32 "Male" "Single" "12" "Lakeview" 7 "Hatchback" "Private"
0 0 1 21 "Female" "Married" "22" "The Chemistry" 5 "Minibus" "Private"
0 0 1 24 "Female" "Married" "12" "Piety Corner" 7 "Truck" "Private"
0 0 1 35 "Female" "Married" "22" "The Lanes" 20 "Truck" "Private"
0 0 1 43 "Female" "Married" "16" "Bleachery" 18 "Sedan" "Private"
1 1 1 26 "Female" "Married" "22" "The Lanes" 6 "Station Wagon" "Commute"
0 0 1 49 "Male" "Married" "22" "Piety Corner" 6 "Hatchback" "Private"
0 0 1 69 "Male" "Married" "18" "Piety Corner" 18 "Sedan" "Business"
0 0 0.75 41 "Female" "Married" "16" "Warrendale" 9 "SUV" "Commute"
0 0 0.25 35 "Male" "Married" "12" "Piety Corner" 8 "Hatchback" "Business"
0 0 1 20 "Male" "Married" "16" "Bleachery" 1 "Panel Van" "Commute"
0 0 1 28 "Female" "Single" "22" "Warrendale" 19 "Panel Van" "Commute"
0 0 1 27 "Female" "Married" "16" "Warrendale" 4 "Station Wagon" "Private"
1 1 1 43 "Male" "Married" "12" "Bleachery" 10 "Minibus" "Business"
0 0 0.5 59 "Female" "Single" "16" "Piety Corner" 4 "SUV" "Commute"
0 0 1 20 "Female" "Married" "12" "The Chemistry" 7 "Hatchback" "Private"
0 0 1 40 "Female" "Married" "16" "Warrendale" 11 "Truck" "Private"
0 0 0.833333333333333 23 "Male" "Married" "16" "Banks Square" 3 "Minibus" "Commute"
0 0 0.666666666666667 45 "Female" "Married" "18" "Warrendale" 7 "Minibus" "Private"
0 0 1 31 "Male" "Married" "18" "Highlands" 3 "Minibus" "Commute"
0 0 0.0833333333333333 50 "Male" "Married" "22" "Lakeview" 6 "SUV" "Commute"
0 0 1 32 "Female" "Married" "12" "Piety Corner" 10 "Sedan" "Commute"
0 0 1 34 "Female" "Married" "18" "Warrendale" 25 "Truck" "Private"
0 0 1 25 "Female" "Married" "18" "Highlands" 1 "Panel Van" "Commute"
0 0 1 46 "Male" "Married" "22" "The Lanes" 2 "SUV" "Business"
1 1 1 20 "Male" "Married" "16" "The Lanes" 0 "Minibus" "Commute"
0 0 0.75 32 "Female" "Married" "22" "The Lanes" 4 "Sedan" "Commute"
0 0 1 20 "Female" "Married" "22" "The Lanes" 23 "Panel Van" "Private"
0 0 0.25 27 "Female" "Married" "12" "Highlands" 9 "Hatchback" "Commute"
0 0 1 27 "Male" "Single" "16" "Piety Corner" 9 "Hatchback" "Commute"
0 0 1 37 "Male" "Married" "22" "The Lanes" 5 "Truck" "Commute"
0 0 1 23 "Female" "Married" "16" "Piety Corner" 6 "Hatchback" "Commute"
0 0 1 45 "Male" "Married" "22" "Bleachery" 0 "SUV" "Private"
0 0 1 30 "Female" "Married" "18" "The Lanes" 10 "Hatchback" "Commute"
